application_ref,document_link,document_meta
S/RES/25/0836,https://pa.swindon.gov.uk/omt-server/omt.html#docKey=YFVzlH6K7NsvdLC2-tNcNnZhLZJ1YUF9YQlfnD0iZ_CFVYTLRam0JC22FIz-8JoYsmdWJpg0zf7Drt8T351DWD2XhVnsljUZ, 16 Dec 2025 Revised Drawing 1335-RMA-SS-800-101B_102C LEVELS AND CONTOURS PLAN-101
S/RES/25/0836,https://pa.swindon.gov.uk/omt-server/omt.html#docKey=YFVzlH6K7NsvdLC2-tNcNnZhLZJ1YUF9YQlfnD0iZ_CFVYTLRam0JC22FIz-8JoYlP1OgnzKl-gfDXEb80AOvXzW7pRDD64n, 16 Dec 2025 Revised Drawing 1335-RMA-SS-100-101D_102D GENERAL ARRANGEMENT-101
S/RES/25/0836,https://pa.swindon.gov.uk/omt-server/omt.html#docKey=YFVzlH6K7NsvdLC2-tNcNnZhLZJ1YUF9YQlfnD0iZ_CFVYTLRam0JC22FIz-8JoY7qTWcwQhnUcDxEcxINLRrK0qQoFcYAQY, 16 Dec 2025 Revised Drawing 1335-RMA-SS-800-101B_102C LEVELS AND CONTOURS PLAN-102
S/RES/25/0836,https://pa.swindon.gov.uk/omt-server/omt.html#docKey=YFVzlH6K7NsvdLC2-tNcNnZhLZJ1YUF9YQlfnD0iZ_CFVYTLRam0JC22FIz-8JoY2IMduM4sSEKhAIdNgzwZO7deTt3l7ESs, 16 Dec 2025 Revised Drawing LHL006_242_B NORTHERN LOOP ROAD
S/RES/25/0836,https://pa.swindon.gov.uk/publicaccess/files/A7D3B927A50E06419B7C1972073A4D1E/pdf/S_RES_25_0836-HIGHWAYS_COMMENTS-1349449.pdf, 16 Dec 2025 Consultee Comment HIGHWAYS COMMENTS
S/RES/25/0836,https://pa.swindon.gov.uk/publicaccess/files/8B2AE56F73E66279CCBB1D61D4D0BAB5/pdf/S_RES_25_0836-HIGHWAYS_COMMENTS-1347549.pdf, 10 Dec 2025 Consultee Comment HIGHWAYS COMMENTS
S/RES/25/0836,https://pa.swindon.gov.uk/publicaccess/files/2B1D4F72887F681DDCA7AB76306F5AD8/pdf/S_RES_25_0836-STAGE_1_ROAD_SAFETY_AUDIT-1346943.pdf, 09 Dec 2025 Supporting Documents STAGE 1 ROAD SAFETY AUDIT
S/RES/25/0836,https://pa.swindon.gov.uk/publicaccess/files/9E98C94D431B77B0E6755C1E338C3BB6/pdf/S_RES_25_0836-65_MAGDALENE_CLOSE__SWINDON-1346947.pdf," 09 Dec 2025 Public Comment 65 MAGDALENE CLOSE, SWINDON"
S/RES/25/0836,https://pa.swindon.gov.uk/publicaccess/files/17EB91E649D0AFDD1ED3940FE2A29490/pdf/S_RES_25_0836-ECOLOGIST_COMMENTS-1346944.pdf, 09 Dec 2025 Consultee Comment ECOLOGIST COMMENTS
S/RES/25/0836,https://pa.swindon.gov.uk/omt-server/omt.html#docKey=YFVzlH6K7NsvdLC2-tNcNnZhLZJ1YUF9YQlfnD0iZ_CFVYTLRam0JOm9C0jQq3eSnJ9X8K-tOHXMsQH9-gOLiCueE7htiZ7f," 02 Dec 2025 Revised Drawing 1335-RMA-SS-100-105B,106B VISIBILITY PLAN-105"
S/RES/25/0836,https://pa.swindon.gov.uk/omt-server/omt.html#docKey=YFVzlH6K7NsvdLC2-tNcNnZhLZJ1YUF9YQlfnD0iZ_CFVYTLRam0JOm9C0jQq3eSqOPzaiBRykaRPqCpTGrT-bw77eVouRuo, 02 Dec 2025 Revised Drawing 1335-RMA-SS-100-101C_102C GENERAL ARRANGEMENT-101
S/RES/25/0836,https://pa.swindon.gov.uk/omt-server/omt.html#docKey=YFVzlH6K7NsvdLC2-tNcNnZhLZJ1YUF9YQlfnD0iZ_CFVYTLRam0JOm9C0jQq3eS8A4TmM6xDJnBPDrYB9F0tbTW7DD8U1wd, 02 Dec 2025 Revised Drawing 01796-FPCR-XX-XX-DR-L-0300-301-P03 NORTHERN LOOP ROAD
S/RES/25/0836,https://pa.swindon.gov.uk/omt-server/omt.html#docKey=YFVzlH6K7NsvdLC2-tNcNnZhLZJ1YUF9YQlfnD0iZ_CFVYTLRam0JOm9C0jQq3eSlhSxv4lRoi3DDcwa18GwvwbUSrFrHDwz, 02 Dec 2025 Revised Drawing 1335-RMA-SS-800-101A_102B LEVELS AND CONTOURS PLAN - 101
S/RES/25/0836,https://pa.swindon.gov.uk/omt-server/omt.html#docKey=YFVzlH6K7NsvdLC2-tNcNnZhLZJ1YUF9YQlfnD0iZ_CFVYTLRam0JOm9C0jQq3eSQy98Gp8ww7e44Q0riLQaMnkm6jFsthrp, 02 Dec 2025 Revised Drawing 1335-RMA-SS-500-110C_111C DRAINAGE CATCHMENT - 111
S/RES/25/0836,https://pa.swindon.gov.uk/omt-server/omt.html#docKey=YFVzlH6K7NsvdLC2-tNcNnZhLZJ1YUF9YQlfnD0iZ_CFVYTLRam0JOm9C0jQq3eSlnamrRyOvVkqNasO18Kax0VIRIj48z8s, 02 Dec 2025 Revised Drawing LHL006_242_A_RMA NORTHERN LOOP ROAD
S/RES/25/0836,https://pa.swindon.gov.uk/omt-server/omt.html#docKey=YFVzlH6K7NsvdLC2-tNcNnZhLZJ1YUF9YQlfnD0iZ_CFVYTLRam0JOm9C0jQq3eS9FXJA4-KtlYoxcH8nkzDSvCchYRlbTM4," 02 Dec 2025 Revised Drawing 1335-RMA-SS-100-120B,121B VEHICLE TRACKING-121"
S/RES/25/0836,https://pa.swindon.gov.uk/omt-server/omt.html#docKey=YFVzlH6K7NsvdLC2-tNcNnZhLZJ1YUF9YQlfnD0iZ_CFVYTLRam0JOm9C0jQq3eSggVxrFjbdF65fQR-2qaI5J7h1uvbv38Y, 02 Dec 2025 Revised Drawing 1335-RMA-SS-500-110C_111C DRAINAGE CATCHMENT-110
S/RES/25/0836,https://pa.swindon.gov.uk/omt-server/omt.html#docKey=YFVzlH6K7NsvdLC2-tNcNnZhLZJ1YUF9YQlfnD0iZ_CFVYTLRam0JOm9C0jQq3eSA2ZM9Ltie7IWHkdTj47xQVETwuATGt1D, 02 Dec 2025 Revised Drawing 1335-RMA-SS-500-101D_102D DRAINAGE LAYOUT-101
S/RES/25/0836,https://pa.swindon.gov.uk/omt-server/omt.html#docKey=YFVzlH6K7NsvdLC2-tNcNnZhLZJ1YUF9YQlfnD0iZ_CFVYTLRam0JOm9C0jQq3eSA75K65pZCdZETITKZwLD1D_k7QP4ZJGp, 02 Dec 2025 Revised Drawing 1335-RMA-SS-800-101A_102B LEVELS AND CONTOURS PLAN - 102
S/RES/25/0836,https://pa.swindon.gov.uk/omt-server/omt.html#docKey=YFVzlH6K7NsvdLC2-tNcNnZhLZJ1YUF9YQlfnD0iZ_CFVYTLRam0JOm9C0jQq3eS5HAG4yJf6TTFDw4YbZMQH08mi6V1BeHM, 02 Dec 2025 Revised Drawing 1335-RMA-SS-500-101D_102D DRAINAGE LAYOUT-102
S/RES/25/0836,https://pa.swindon.gov.uk/omt-server/omt.html#docKey=YFVzlH6K7NsvdLC2-tNcNnZhLZJ1YUF9YQlfnD0iZ_CFVYTLRam0JOm9C0jQq3eSFpafYKpgPTRIaXWImvPTzaXdAU-X3Fzb," 02 Dec 2025 Revised Drawing 1335-RMA-SS-100-120B,121B VEHICLE TRACKING-120"
S/RES/25/0836,https://pa.swindon.gov.uk/omt-server/omt.html#docKey=YFVzlH6K7NsvdLC2-tNcNnZhLZJ1YUF9YQlfnD0iZ_CFVYTLRam0JOm9C0jQq3eSGpDs9oePGYw7JZhgjMnuBqEw258UCULH," 02 Dec 2025 Revised Drawing 1335-RMA-SS-100-105B,106B VISIBILITY PLAN-106"
S/RES/25/0836,https://pa.swindon.gov.uk/omt-server/omt.html#docKey=YFVzlH6K7NsvdLC2-tNcNnZhLZJ1YUF9YQlfnD0iZ_CFVYTLRam0JOm9C0jQq3eS7pfam9BHHm9ikur0djt2POErnh7qsxK_, 02 Dec 2025 Revised Drawing 1335-RMA-SS-100-101C_102C GENERAL ARRANGEMENT-102
S/RES/25/0836,https://pa.swindon.gov.uk/publicaccess/files/A5BC2DA1CB82DAD8964985C864FC76A7/pdf/S_RES_25_0836-DRAINAGE_COMMENTS-1308083.pdf, 21 Aug 2025 Consultee Comment DRAINAGE COMMENTS
S/RES/25/0836,https://pa.swindon.gov.uk/publicaccess/files/7E0CCBF615B686B599DA1CF60840266E/pdf/S_RES_25_0836-HIGHWAYS_COMMENTS-1300240.pdf, 01 Aug 2025 Consultee Comment HIGHWAYS COMMENTS
S/RES/25/0836,https://pa.swindon.gov.uk/omt-server/omt.html#docKey=YFVzlH6K7NsvdLC2-tNcNnZhLZJ1YUF9YQlfnD0iZ_CFVYTLRam0JE4e3-kT0nLlI-pcMBXyx8RuZV4F_w8V98eey-xXxWkc, 02 Jul 2025 Drawing 1335-RMA-SS-500-102 SECONDARY STREET DRAINAGE LAYOUT SHEET 2
S/RES/25/0836,https://pa.swindon.gov.uk/omt-server/omt.html#docKey=YFVzlH6K7NsvdLC2-tNcNnZhLZJ1YUF9YQlfnD0iZ_CFVYTLRam0JE4e3-kT0nLl9Q8qY2JoaHAt5jdNpV5oeYNDRtyvD6mp, 02 Jul 2025 Drawing 1335-OVL-TWTA-100-150 SECONDARY STREET STANDARD DETAILS SHEET 1
S/RES/25/0836,https://pa.swindon.gov.uk/omt-server/omt.html#docKey=YFVzlH6K7NsvdLC2-tNcNnZhLZJ1YUF9YQlfnD0iZ_CFVYTLRam0JE4e3-kT0nLlYmMeiYlOMMsHDYlWzHk7edQNfmcbEaAg, 02 Jul 2025 Drawing 1335-RMA-SS-500-101 SECONDARY STREET DRAINAGE LAYOUT SHEET 1
S/RES/25/0836,https://pa.swindon.gov.uk/omt-server/omt.html#docKey=YFVzlH6K7NsvdLC2-tNcNnZhLZJ1YUF9YQlfnD0iZ_CFVYTLRam0JE4e3-kT0nLl2w0JfABKKwLlVlVQYZJWUTFC1J_ygLCY, 02 Jul 2025 Drawing 1335-RMA-SS-800-101 SECONDARY STREET LEVELS AND CONTOUR PLANSHEET 1
S/RES/25/0836,https://pa.swindon.gov.uk/omt-server/omt.html#docKey=YFVzlH6K7NsvdLC2-tNcNnZhLZJ1YUF9YQlfnD0iZ_CFVYTLRam0JE4e3-kT0nLl1VL3IZbis2oQ7hy-FNIIIfDqKIBToK6O, 02 Jul 2025 Drawing 1335-RMA-SS-100-102 SECONDARY STREET LEVELS AND CONTOURS PLANSHEET 2
S/RES/25/0836,https://pa.swindon.gov.uk/omt-server/omt.html#docKey=YFVzlH6K7NsvdLC2-tNcNnZhLZJ1YUF9YQlfnD0iZ_CFVYTLRam0JE4e3-kT0nLlZwcLOIIdBB8YJaar9o7MHjITt9rzIup_, 02 Jul 2025 Drawing 01796-FPCR-XX-XX-DR-L-0300 NORTHERN LOOP ROAD INDICATIVE LANDSCAPE PROPOSALS- SHEET 1 OF 2
S/RES/25/0836,https://pa.swindon.gov.uk/omt-server/omt.html#docKey=YFVzlH6K7NsvdLC2-tNcNnZhLZJ1YUF9YQlfnD0iZ_CFVYTLRam0JE4e3-kT0nLlXoRXjwhd_XgjgM57VFfH3oBwN5wyRCRy, 02 Jul 2025 Drawing 01796-FPCR-XX-XX-DR-L-0301 NORTHERN LOOP ROAD INDICATIVE LANDSCAPE PROPOSALS - SHEET 2 OF 2
S/RES/25/0836,https://pa.swindon.gov.uk/publicaccess/files/76EDCEB1A29BE5B390F8BCC54CF4F41D/pdf/S_RES_25_0836-ARBORICULTURAL_METHOD_STATEMENT-1289246.pdf, 02 Jul 2025 Supporting Documents ARBORICULTURAL METHOD STATEMENT
S/RES/25/0836,https://pa.swindon.gov.uk/publicaccess/files/08D1F089F47CDC272B713580DDA0A569/pdf/S_RES_25_0836-COVERING_LETTER-1289247.pdf, 02 Jul 2025 Supporting Documents COVERING LETTER
S/RES/25/0836,https://pa.swindon.gov.uk/omt-server/omt.html#docKey=YFVzlH6K7NsvdLC2-tNcNnZhLZJ1YUF9YQlfnD0iZ_CFVYTLRam0JE4e3-kT0nLlkfNC9532DGhLG9SiMgBXKBpL0ni6q0SG, 02 Jul 2025 Drawing SITE LOCATION PLAN
S/RES/25/0836,https://pa.swindon.gov.uk/omt-server/omt.html#docKey=YFVzlH6K7NsvdLC2-tNcNnZhLZJ1YUF9YQlfnD0iZ_CFVYTLRam0JE4e3-kT0nLl7mAWKxhL5uQCSD2ge_4rCP4iJpmeUnbi, 02 Jul 2025 Drawing 1335-RMA-SS-100-101 SECONDARY STREET GENERAL ARRANGEMENT SHEET 1
S/RES/25/0836,https://pa.swindon.gov.uk/omt-server/omt.html#docKey=YFVzlH6K7NsvdLC2-tNcNnZhLZJ1YUF9YQlfnD0iZ_CFVYTLRam0JE4e3-kT0nLlO8qxBvfwNL2eYLUR_55LNI4F4jaRXuGA, 02 Jul 2025 Drawing 1335-RMA-SS-100-105 SECONDARY STREET VISIBILITY PLAN SHEET 1
S/RES/25/0836,https://pa.swindon.gov.uk/omt-server/omt.html#docKey=YFVzlH6K7NsvdLC2-tNcNnZhLZJ1YUF9YQlfnD0iZ_CFVYTLRam0JE4e3-kT0nLls93zJHnsQahpEcMCKLW_6vYU9hf46wrO, 02 Jul 2025 Drawing 1335-RMA-SS-100-106 SECONDARY STREET VISIBILITY PLAN SHEET 2
S/RES/25/0836,https://pa.swindon.gov.uk/omt-server/omt.html#docKey=YFVzlH6K7NsvdLC2-tNcNnZhLZJ1YUF9YQlfnD0iZ_CFVYTLRam0JE4e3-kT0nLlxEZ5TXY9yoLHCYpdyA80a9VDVbaTub_B, 02 Jul 2025 Drawing 1335-RMA-SS-100-102 SECONDARY STREET GENERAL ARRANGEMENT SHEET 2
S/RES/25/0836,https://pa.swindon.gov.uk/publicaccess/files/02E7E4B9C10370AF58D7DDF83E8D619E/pdf/S_RES_25_0836--1289231.pdf, 02 Jul 2025 Application Form
S/COND/25/0852,https://pa.swindon.gov.uk/publicaccess/files/32F069214799F628F68A1A581BA2285E/pdf/S_COND_25_0852-DECISION_LETTER_-_C36-1379570.pdf, 24 Feb 2026 Decision DECISION LETTER - C36
S/COND/25/0852,https://pa.swindon.gov.uk/publicaccess/files/29D44AD8C4C40C154B349C4B70DC6219/pdf/S_COND_25_0852-HIGHWAYS_COMMENTS-1370174.pdf, 16 Feb 2026 Consultee Comment HIGHWAYS COMMENTS
S/COND/25/0852,https://pa.swindon.gov.uk/publicaccess/files/0366ED56B8DC6CFB7BEF3942ACF5B044/pdf/S_COND_25_0852-DECISION_-_C37___C61-1365491.pdf, 04 Feb 2026 Decision DECISION - C37 & C61
S/COND/25/0852,https://pa.swindon.gov.uk/publicaccess/files/A15BD18EAF48FC3FF1E1D4A9F7BB7D70/pdf/S_COND_25_0852-CONSTRUCTION_ENVIRONMENTAL_MANAGEMENT_PLAN-1364370.pdf, 02 Feb 2026 Supporting Documents CONSTRUCTION ENVIRONMENTAL MANAGEMENT PLAN
S/COND/25/0852,https://pa.swindon.gov.uk/publicaccess/files/7B6F97661136757AFE144E72012FC30F/pdf/S_COND_25_0852-ENVIRONMENTAL_HEALTH_OFFICER_COMMENTS-1362278.pdf, 26 Jan 2026 Consultee Comment ENVIRONMENTAL HEALTH OFFICER COMMENTS
S/COND/25/0852,https://pa.swindon.gov.uk/publicaccess/files/CA6C068ACB554BD73737D757B14C7E77/pdf/S_COND_25_0852-ECOLOGY_COMMENTS-1358327.pdf, 15 Jan 2026 Consultee Comment ECOLOGY COMMENTS
S/COND/25/0852,https://pa.swindon.gov.uk/publicaccess/files/EAE718FFEEA4BBC2424AFBAE9EE53A78/pdf/S_COND_25_0852-HIGHWAYS-1351403.pdf, 19 Dec 2025 Consultee Comment HIGHWAYS
S/COND/25/0852,https://pa.swindon.gov.uk/publicaccess/files/26C525807093E99BE2A5A66113D630E9/pdf/S_COND_25_0852-CONSTRUCTION_ENVIRONMENTAL_MANAGEMENT_PLAN___METHOD_STATEMENT-1345930.pdf, 05 Dec 2025 Supporting Documents CONSTRUCTION ENVIRONMENTAL MANAGEMENT PLAN & METHOD STATEMENT
S/COND/25/0852,https://pa.swindon.gov.uk/publicaccess/files/F4D8308C664B9A36165E7D083C6CE060/pdf/S_COND_25_0852-PARISH_COMMENTS-1315552.pdf, 29 Aug 2025 General Comment PARISH COMMENTS
S/COND/25/0852,https://pa.swindon.gov.uk/publicaccess/files/FE3CF63A3FEFF7ED1BE2D8AA4FCC04B3/pdf/S_COND_25_0852-ENVIRONMENTAL_HEALTH_OFFICER_COMMENTS-1303392.pdf, 12 Aug 2025 Consultee Comment ENVIRONMENTAL HEALTH OFFICER COMMENTS
S/COND/25/0852,https://pa.swindon.gov.uk/publicaccess/files/9437C39EF2E3FB1118397A1457E994DD/pdf/S_COND_25_0852-COUNCILLOR_MATTHEW_VALLENDER-1300561.pdf, 04 Aug 2025 Consultee Comment COUNCILLOR MATTHEW VALLENDER
S/COND/25/0852,https://pa.swindon.gov.uk/publicaccess/files/015AF227457D9162E6791929B728BEF3/pdf/S_COND_25_0852-COUNCILLOR_COMMENT-1315545.pdf, 01 Aug 2025 General Comment COUNCILLOR COMMENT
S/COND/25/0852,https://pa.swindon.gov.uk/publicaccess/files/4558F5FCA66B3EEC77769CD0AFE9DC0A/pdf/S_COND_25_0852-2_MANOR_COTTAGES__OLD_VICARAGE_LANE__SOUTH_MARSTON-1299824.pdf," 31 Jul 2025 Public Comment 2 MANOR COTTAGES, OLD VICARAGE LANE, SOUTH MARSTON"
S/COND/25/0852,https://pa.swindon.gov.uk/publicaccess/files/788BC22D94F0AE250C3F0A072D293593/pdf/S_COND_25_0852-4_MANOR_COTTAGES__OLD_VICARAGE_LANE__SOUTH_MARSTON-1299302.pdf," 30 Jul 2025 Public Comment 4 MANOR COTTAGES, OLD VICARAGE LANE, SOUTH MARSTON"
S/COND/25/0852,https://pa.swindon.gov.uk/publicaccess/files/9A2A98818A3D32DB007C6B3290FA2919/pdf/S_COND_25_0852-1_MANOR_COTTAGES__OLD_VICARAGE_LANE__SOUTH_MARSON-1298315.pdf," 29 Jul 2025 Public Comment 1 MANOR COTTAGES, OLD VICARAGE LANE, SOUTH MARSON"
S/COND/25/0852,https://pa.swindon.gov.uk/publicaccess/files/9D2719DA5C245B1D51ED8D7CBF583D89/pdf/S_COND_25_0852-SOUTH_MARSTON_PARISH_COUNCIL-1298204.pdf, 28 Jul 2025 Consultee Comment SOUTH MARSTON PARISH COUNCIL
S/COND/25/0852,https://pa.swindon.gov.uk/publicaccess/files/402B9BD0377590519D163E6F7731CBC6/pdf/S_COND_25_0852-3_MANOR_COTTAGES__OLD_VICARAGE_LANE__SOUTH_MARSTON-1297803.pdf," 27 Jul 2025 Public Comment 3 MANOR COTTAGES, OLD VICARAGE LANE, SOUTH MARSTON"
S/COND/25/0852,https://pa.swindon.gov.uk/publicaccess/files/1CA588A83C31DFBAED88E0F2B3CFF255/pdf/S_COND_25_0852-HIGHWAYS_COMMENTS-1297379.pdf, 25 Jul 2025 Consultee Comment HIGHWAYS COMMENTS
S/COND/25/0852,https://pa.swindon.gov.uk/publicaccess/files/2BC1CAF6B97DBFD71C09C5BAD9D5DB62/pdf/S_COND_25_0852-ECOLOGIST_COMMENTS-1293709.pdf, 15 Jul 2025 Consultee Comment ECOLOGIST COMMENTS
S/COND/25/0852,https://pa.swindon.gov.uk/publicaccess/files/7570DEA732FEB47CAD09142BF132C085/pdf/S_COND_25_0852-CONTAMINATED_LAND_OFFICER_COMMENTS-1292900.pdf, 14 Jul 2025 Consultee Comment CONTAMINATED LAND OFFICER COMMENTS
S/COND/25/0852,https://pa.swindon.gov.uk/publicaccess/files/C09AD05738447890FAF4B4103DA6E447/pdf/S_COND_25_0852-COVERING_LETTER-1291017.pdf, 08 Jul 2025 Correspondence COVERING LETTER
S/COND/25/0852,https://pa.swindon.gov.uk/publicaccess/files/556198B32D2CFF380A832523B9D86D71/pdf/S_COND_25_0852-APPLICATION_FORM-1291011.pdf, 08 Jul 2025 Application Form APPLICATION FORM
S/COND/25/0852,https://pa.swindon.gov.uk/publicaccess/files/3114AB753EB218B184398C0EEC04FAE7/pdf/S_COND_25_0852-CONSTRUCTION_ENVIRONMENTAL_MANAGEMENT_PLAN___METHOD_STATEMENT-1291014.pdf, 08 Jul 2025 Supporting Documents CONSTRUCTION ENVIRONMENTAL MANAGEMENT PLAN & METHOD STATEMENT
S/COND/25/0852,https://pa.swindon.gov.uk/omt-server/omt.html#docKey=YFVzlH6K7NtzqfK0e_eMTCAa5Y5AK9DN75F39b594PRhcTSLo1PuZRlDaLnrvSkB9Myh2vyw_Ok_Qhl8bnnxYskdeCL4E9ym, 08 Jul 2025 Drawing SITE LOCATION PLAN
S/COND/25/0852,https://pa.swindon.gov.uk/omt-server/omt.html#docKey=YFVzlH6K7NtzqfK0e_eMTCAa5Y5AK9DN75F39b594PRhcTSLo1PuZRlDaLnrvSkBisY4iJLtgzBvX10lrwsBEZY_GjtBzT1P, 08 Jul 2025 Drawing FN0022370-3 OVERALL FIBRE LAYOUT
S/COND/25/0854,https://pa.swindon.gov.uk/publicaccess/files/EE2279B34EBA0A7B515C227DB4D48449/pdf/S_COND_25_0854-CONDITION_10_FLEAMP-1311700.pdf, 02 Sep 2025 Supporting Documents CONDITION 10 FLEAMP
S/COND/25/0854,https://pa.swindon.gov.uk/publicaccess/files/8768D3D17DCE3CC958F8553FFDB83813/pdf/S_COND_25_0854-FLEAMP-1308648.pdf, 22 Aug 2025 Supporting Documents FLEAMP
S/COND/25/0854,https://pa.swindon.gov.uk/publicaccess/files/58FE497833FE3E6CD36D17B99C904666/pdf/S_COND_25_0854-DRAINAGE_COMMENTS-1308079.pdf, 21 Aug 2025 Consultee Comment DRAINAGE COMMENTS
S/COND/25/0854,https://pa.swindon.gov.uk/publicaccess/files/B95B43E819D06559CBA7522337D020AB/pdf/S_COND_25_0854-FORESTRY_ENGLAND-1297338.pdf, 25 Jul 2025 Consultee Comment FORESTRY ENGLAND
S/COND/25/0854,https://pa.swindon.gov.uk/publicaccess/files/732B9C49BD9E65E4D246037789589F84/pdf/S_COND_25_0854-ENVIRONMENTAL_AGENCY-1297339.pdf, 25 Jul 2025 Consultee Comment ENVIRONMENTAL AGENCY
S/COND/25/0854,https://pa.swindon.gov.uk/publicaccess/files/D5717AA2F3E66862993606A46F7E114E/pdf/S_COND_25_0854-ECOLOGIST_COMMENTS-1292702.pdf, 14 Jul 2025 Consultee Comment ECOLOGIST COMMENTS
S/COND/25/0854,https://pa.swindon.gov.uk/publicaccess/files/9E7902D256A3EEB6BB3E8F34C584BB0B/pdf/S_COND_25_0854-APPLICATION_FORM-1291047.pdf, 08 Jul 2025 Application Form APPLICATION FORM
S/COND/25/0854,https://pa.swindon.gov.uk/omt-server/omt.html#docKey=YFVzlH6K7NuVzZWrNgUHYEBDFWDDvFlxx4J9cvoBKeVfejhin3OFplDxDvlkiKwv6iE4wG0EKgFxKL_7qN6CU9M7IhnT-NSZ, 08 Jul 2025 Drawing SITE LOCATION PLAN
S/COND/25/0854,https://pa.swindon.gov.uk/publicaccess/files/5E835680ED32F55B26B3810B3A6AF4B7/pdf/S_COND_25_0854-FRAMEWORK_LANDSCAPE__ECOLOGY_AND_ARBORICULTURAL_MANAGEMENT_PLAN-1291051.pdf," 08 Jul 2025 Supporting Documents FRAMEWORK LANDSCAPE, ECOLOGY AND ARBORICULTURAL MANAGEMENT PLAN"
S/COND/25/0854,https://pa.swindon.gov.uk/publicaccess/files/0A2648C039CA5F3CE39924C543C5FF50/pdf/S_COND_25_0854-APPENDICES-1291052.pdf, 08 Jul 2025 Supporting Documents APPENDICES
S/COND/25/0854,https://pa.swindon.gov.uk/publicaccess/files/7CBB5F370C3A51712E1F0D9E648AB991/pdf/S_COND_25_0854-COVERING_LETTER-1291053.pdf, 08 Jul 2025 Correspondence COVERING LETTER
S/COND/25/0950,https://pa.swindon.gov.uk/publicaccess/files/7FB24CA0CCE45DC522E65C10DE3B9656/pdf/S_COND_25_0950-LANDSCAPE_ARCHITECT_COMMENTS-1345994.pdf, 05 Dec 2025 Consultee Comment LANDSCAPE ARCHITECT COMMENTS
S/COND/25/0950,https://pa.swindon.gov.uk/publicaccess/files/BDE50F340AC0F7A1F8457668D32093FD/pdf/S_COND_25_0950-DECISION-1324001.pdf, 03 Oct 2025 Decision DECISION
S/COND/25/0950,https://pa.swindon.gov.uk/publicaccess/files/4C4DC0209AD32D9ABBA9CE51BA7F470E/pdf/S_COND_25_0950-DECISION-1324878.pdf, 03 Oct 2025 Decision DECISION
S/COND/25/0950,https://pa.swindon.gov.uk/publicaccess/files/12D95745BD895D316BEF0DD9354CB48A/pdf/S_COND_25_0950-DRAINAGE-1312199.pdf, 03 Sep 2025 Consultee Comment DRAINAGE
S/COND/25/0950,https://pa.swindon.gov.uk/publicaccess/files/92A6EABDB56A932E09467ADE567A592F/pdf/S_COND_25_0950-CONSULTEE_COMMENT_DOCUMENT_SUBMITTED_ONLINE-1310371.pdf, 29 Aug 2025 Consultee Comment CONSULTEE COMMENT DOCUMENT SUBMITTED ONLINE
S/COND/25/0950,https://pa.swindon.gov.uk/publicaccess/files/DC43BA6506E62EA1090A9E3A0355F8DC/pdf/S_COND_25_0950-HIGHWAYS_COMMENTS-1304568.pdf, 15 Aug 2025 Consultee Comment HIGHWAYS COMMENTS
S/COND/25/0950,https://pa.swindon.gov.uk/publicaccess/files/4E3D9046C79D3C89C0F142BD81290C5F/pdf/S_COND_25_0950-ECOLOGIST_COMMENTS-1298995.pdf, 30 Jul 2025 Consultee Comment ECOLOGIST COMMENTS
S/COND/25/0950,https://pa.swindon.gov.uk/publicaccess/files/37B308EED002E3407121DBEBDEA044D6/pdf/S_COND_25_0950--1298245.pdf, 28 Jul 2025 Application Form
S/COND/25/0950,https://pa.swindon.gov.uk/publicaccess/files/4B83E49E748610D731BC34E0F6A24255/pdf/S_COND_25_0950-SURFACE_WATER_DRAINAGE_STRATEGY-1298248.pdf, 28 Jul 2025 Supporting Documents SURFACE WATER DRAINAGE STRATEGY
S/COND/25/0950,https://pa.swindon.gov.uk/omt-server/omt.html#docKey=YFVzlH6K7NtL3zZVP9rm0CY5KKU1Z-nXbLuHwPwRHiH--k_voFv1YxRVwzPOP4pR2jHzXjkIADYtTNtAwmKndDiocRTkV-VJ, 28 Jul 2025 Drawing 1335-RMAS-100-100 GENERAL ARRANGEMENT
S/COND/25/0950,https://pa.swindon.gov.uk/omt-server/omt.html#docKey=YFVzlH6K7NtL3zZVP9rm0CY5KKU1Z-nXbLuHwPwRHiH--k_voFv1YxRVwzPOP4pRELNV36yGY7G4NFeSwNL2tOvg0ntfTizR, 28 Jul 2025 Drawing 1335-RMAS-100-100 FRAP PLAN
S/COND/25/0950,https://pa.swindon.gov.uk/omt-server/omt.html#docKey=YFVzlH6K7NtL3zZVP9rm0CY5KKU1Z-nXbLuHwPwRHiH--k_voFv1YxRVwzPOP4pRAUNs4ofNotC99qnQ9Qjan5wyyHUzrAMN, 28 Jul 2025 Drawing 1335-RMAS-800-106 LONGSECTION PLAN SHEET 1 OF 2
S/COND/25/0950,https://pa.swindon.gov.uk/omt-server/omt.html#docKey=YFVzlH6K7NtL3zZVP9rm0CY5KKU1Z-nXbLuHwPwRHiH--k_voFv1YxRVwzPOP4pRcv0tVAr5GJI6ajjt87qC6t3o2kE4R-pF, 28 Jul 2025 Drawing 1335-RMAS-800-107 LONGSECTION PLAN SHEET 2 OF 2
